URI,HW3 Mementos,Current Mementos,Difference,HW3 File,Current File
https://www.youtube.com/musicpremium,7593,8163,570,timemap_308.json.gz,timemap_d64a2ba02eb9213142cf0b09d83b728e.json.gz
https://www.linkedin.com/company/common-sense-media/,59,69,10,timemap_309.json.gz,timemap_04f25846e08a60f6cbbe0bbe3777485b.json.gz
https://www.ripta.com/bus-shelter-advertising/,2,47,45,timemap_31.json.gz,timemap_64f0b4d9acbf4f95154a046648bf9227.json.gz
https://www.google.com/policies/privacy/,60878,63863,2985,timemap_310.json.gz,timemap_5837b8bb2f0c4e25bba4a8cd7f4ed3c2.json.gz
https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ,8698,8705,7,timemap_312.json.gz,timemap_df6b54e5e96d57e6976c276c0986f07b.json.gz
https://www.youtube.com/user/CommonSenseEducators,45,221,176,timemap_315.json.gz,timemap_8f9efae475e421ec25c8fa59b73bc3a0.json.gz
https://www.youtube.com/playlist?list=PLxc-QYpD02ma4DSSodguGUVMLcwCj9BtO,19,24,5,timemap_319.json.gz,timemap_3288675068b4d1bf6b502373cd78b5c4.json.gz
https://www.ripta.com/ride-paratransit-program/,2,76,74,timemap_32.json.gz,timemap_92a1cd19df2c3daba6790193649638f9.json.gz
https://www.youtube.com/trends/,5791,6047,256,timemap_320.json.gz,timemap_803006864da929bb583fd5e83cf06c64.json.gz
https://www.youtube.com,84159,92800,8641,timemap_322.json.gz,timemap_d245406cb6c9f36be9064c92c34e12e1.json.gz
https://www.youtube.com/howyoutubeworks/policies/overview/,731,846,115,timemap_323.json.gz,timemap_12f033af4fcdcd61c053e51b4d543a18.json.gz
https://research.youtube,347,414,67,timemap_325.json.gz,timemap_2172b42e9ad004309309c8ff7498f645.json.gz
https://support.google.com/youtube/answer/13813322?hl=en,122,136,14,timemap_326.json.gz,timemap_f35595d2b8f3c6876dcf20ff878edc44.json.gz
https://socialimpact.youtube.com/,1138,1206,68,timemap_328.json.gz,timemap_0564d3b789d601ffe6a6192d761daa25.json.gz
https://support.google.com/youtube/answer/7667605?hl=en,274,313,39,timemap_329.json.gz,timemap_a9e9948da7dc320d5e28e92f8a606128.json.gz
https://www.ripta.com/wave/,4,86,82,timemap_33.json.gz,timemap_c7804e4b7940eeeba6bb314814af505d.json.gz
https://support.google.com/youtube/answer/185111?hl=en,246,253,7,timemap_330.json.gz,timemap_c981b220eaf7180328382e4ae71e43f9.json.gz
https://www.youtube.com/user/CommonSenseMedia/featured,139,144,5,timemap_331.json.gz,timemap_9a73c2940a7ea85d72c545913ce5027e.json.gz
https://www.youtube.com/creators/podcasts/,183,299,116,timemap_332.json.gz,timemap_1171f05dd10c9d5ef3711ce915f7c596.json.gz
https://support.google.com/youtube/#topic=9257498,30853,36069,5216,timemap_333.json.gz,timemap_41135e0fe28209f554f569ca7e38eb53.json.gz
https://support.google.com/youtube/answer/7554338?hl=en,229,236,7,timemap_334.json.gz,timemap_25c86dd73fb725a769e4f4c09e59efab.json.gz
https://support.google.com/youtube/answer/10835034?hl=en,16,473,457,timemap_336.json.gz,timemap_307a7b5a980d8b238cfce18ca850bd77.json.gz
https://www.youtube.com/creators/,4455,78990,74535,timemap_360.json.gz,timemap_6d5e59c7b133b87f970bcd9860318bf0.json.gz
https://www.youthvoices.live/,277,318,41,timemap_339.json.gz,timemap_343b5f191a8c242c9699cc505f61a883.json.gz
https://www.linkedin.com/company/springrole/,41,51,10,timemap_34.json.gz,timemap_ec990f4a4af5da7336a37ac637706ac4.json.gz
https://support.google.com/youtube/answer/174084,1789,1017,-772,timemap_341.json.gz,timemap_b3fabcb9b8132e7f2a9c86a2a6466214.json.gz
https://support.google.com/youtube/answer/2802032?hl=en,210,822,612,timemap_343.json.gz,timemap_f8638af637a147a43b5e6d209c4995ab.json.gz
https://www.youtube.com/howyoutubeworks/policies/monetization-policies/,219,915,696,timemap_344.json.gz,timemap_99f48a8855e1a6b20ddf306693ade35f.json.gz
https://www.youtube.com/jobs/,448,2145,1697,timemap_345.json.gz,timemap_4c8747f6ef9ab2b366c52a5a3e177444.json.gz
https://www.youtube.com/csai-match/,696,2253,1557,timemap_347.json.gz,timemap_8177cb5fa05a8222b4c790fb34cd4bff.json.gz
https://www.youtube.com/kids/,101919,102899,980,timemap_348.json.gz,timemap_5b30c39d2859ce980d398382f3791d14.json.gz
https://support.google.com/youtube/answer/2802027,1454,1493,39,timemap_351.json.gz,timemap_fc4b298483972edf4627a19ab8327644.json.gz
https://www.youtube.com/howyoutubeworks/,4920,4938,18,timemap_353.json.gz,timemap_94e4bcd9653ef8219e6ac451f5a87927.json.gz
https://support.google.com/youtube/answer/9229611?hl=en,51,63,12,timemap_354.json.gz,timemap_98234be9ff96d3e76fe7b45f8db5340a.json.gz
https://developers.google.com/youtube,2185,26008,23823,timemap_382.json.gz,timemap_89b458fc6a71ff838f1f60a9a0270d75.json.gz
https://www.linkedin.com/in/kathryn-azevedo/,1,1,0,timemap_356.json.gz,timemap_8c39600aca83f501a9550e7b4ee18e60.json.gz
https://apps.apple.com/us/app/amazon-seller/id794141485,122,148,26,timemap_358.json.gz,timemap_4fd4936c7a31c85293fc876a6497d4c1.json.gz
https://www.schoolhabitsuniversity.com/,7,21,14,timemap_359.json.gz,timemap_36a0ff38cbae6ecae45753886387446c.json.gz
https://www.ripta.com/statewide-system-map/,2,108,106,timemap_36.json.gz,timemap_adb51f7edeaecfe86e1ef5cbb21882b4.json.gz
https://www.executivefunctionjournal.com/,8,15,7,timemap_361.json.gz,timemap_828dfa221431d70dd1fda56dd060a140.json.gz
https://developers.google.com/products,1973,170,-1803,timemap_362.json.gz,timemap_ef72cb74657476e24e0ee96f3d2abfaf.json.gz
https://developers.google.com/youtube/iframe_api_reference,325,2281,1956,timemap_364.json.gz,timemap_2f13e18c5a5d131b2378200f661a0742.json.gz
https://developers.google.com/,58170,1009531,951361,timemap_365.json.gz,timemap_730f4dedc4355f954be5a975dc9259d0.json.gz
https://issuetracker.google.com/issues?q=componentid:186600,10,93,83,timemap_366.json.gz,timemap_dc9236626a13582e16202af6ed665470.json.gz
https://www.cornell.edu/,8456,40856,32400,timemap_37.json.gz,timemap_e801c1834bca3bc5d1999849f649f919.json.gz
https://ivypanda.com/blog/,4,87,83,timemap_370.json.gz,timemap_f5e4528f1f95afe3ef98e7c8d516363d.json.gz
https://www.youtube.com/channel/UCuD_syXDs4tSKExuPjM9ZWQ,21,21,0,timemap_371.json.gz,timemap_c2c227ca7c3ecbb730803646370cf195.json.gz
https://developers.google.com/apis-explorer/#p/,5660,5800,140,timemap_372.json.gz,timemap_587f878fe05988dbf74b44110862a14e.json.gz
https://soundcloud.com/tomfrankly/battle-in-downtown-yokohama,5,5,0,timemap_373.json.gz,timemap_49e5f7eff72b0eec31a3b8835fbc0ff7.json.gz
https://developers.google.com/youtube/v3/code_samples,343,377,34,timemap_375.json.gz,timemap_9c68d0c69d3193438195fa91a280689c.json.gz
https://developers.google.com/youtube/android/player,133,468,335,timemap_376.json.gz,timemap_843257346accae58f9aa6f0dc21a90ca.json.gz
https://developers.google.com/youtube/v3/getting-started,136,626,490,timemap_378.json.gz,timemap_676f2f2771451ea146b25ccbeb5e4ddb.json.gz
https://research.youtube/,162,414,252,timemap_379.json.gz,timemap_db203befee2cf0efb87b15888fff2e9f.json.gz
https://www.stanford.edu/,56325,255365,199040,timemap_38.json.gz,timemap_5ca346154f11faa60026048eaae35de3.json.gz
https://www.linkedin.com/company/feedspot,4,26,22,timemap_383.json.gz,timemap_5ecf89c876e2fb4a2133f098692f48c9.json.gz
https://www.indeed.com/salaries/Virtual-Assistant-Salaries,2,93,91,timemap_384.json.gz,timemap_580bf0cd3d4873e74dfb576f2983ce80.json.gz
https://www.youtube.com/channel/UCG-KntY7aVnIGXYEBQvmBAQ,12,473,461,timemap_385.json.gz,timemap_f6bcb9fde21092cf0e93be1efe9d68b4.json.gz
"https://www.glassdoor.com/Salaries/freelance-web-developer-salary-SRCH_KO0,23.htm",11,11,0,timemap_386.json.gz,timemap_f8a82170b890249460a5c3c0810effae.json.gz
http://www.myucdblog.com/,117,125,8,timemap_387.json.gz,timemap_ee41dc4db55e4943382a07c372ba8551.json.gz
https://studenthacks.co.uk/,148,169,21,timemap_388.json.gz,timemap_e0027653d8cadf46d1f269c027463a01.json.gz
https://www.ripta.com/TransitCenter/,65,76,11,timemap_39.json.gz,timemap_2f23a40b47eb9cd6bfd578a2478b9c6e.json.gz
https://www.upwork.com/hiring/marketing/cost-to-hire-video-editor/,1,6,5,timemap_390.json.gz,timemap_43a166ca76d9fd0205c711cf37a14978.json.gz
https://developers.google.com/youtube/youtube_subscribe_button,392,403,11,timemap_391.json.gz,timemap_12758fe49a2da6b26650522be8db537e.json.gz
https://blog.intostudy.com/,139,154,15,timemap_392.json.gz,timemap_37a8dd8681189cdc56260b1c7074891d.json.gz
https://developers.google.com/youtube/v3/guides/ios_youtube_helper,116,323,207,timemap_394.json.gz,timemap_0508265384e8ef408c4f971342cc0540.json.gz
https://ischool.sjsu.edu/istudent-blog,76,79,3,timemap_395.json.gz,timemap_542c7d911035e82a203c4597dfc8b842.json.gz
http://mblawstudents.blogspot.com/,44,49,5,timemap_396.json.gz,timemap_99c6bcf3a7769a72d65a9a92473c54fe.json.gz
https://www.youtube.com/channel/UCqfULGuGGjpAfVsADlVR6vQ?sub_confirmation=1,10,13,3,timemap_397.json.gz,timemap_332e42b1501d857c6231e223cadaa560.json.gz
https://developers.google.com/youtube/v3/docs,606,651,45,timemap_399.json.gz,timemap_f18418dc9a83346e3a9c9a500a7f86de.json.gz
https://www.blueboard.com/,462,480,18,timemap_4.json.gz,timemap_b6546bea48e05fd0e5246489e395888e.json.gz
https://duke.edu/,68569,15539,-53030,timemap_40.json.gz,timemap_8e0593bd77f6d442a30d9fc8ae3dc6d3.json.gz
https://developers.google.com/youtube/terms/api-services-terms-of-service,877,928,51,timemap_400.json.gz,timemap_19dec72f897965ebf087d4b77cb13555.json.gz
https://developers.google.com/youtube/documentation,125,404,279,timemap_401.json.gz,timemap_641c2d95de07a9267411316bd268042a.json.gz
https://www.upwork.com/,3339,74658,71319,timemap_404.json.gz,timemap_e6fc43f222b1d8fc82b83d41fbe2bfb3.json.gz
https://www.learningscientists.org/blog/,24,268,244,timemap_405.json.gz,timemap_6c5da0aaa2d5c465b3d7a9ec6d21c422.json.gz
https://developers.google.com/youtube/v3/live/getting-started,107,107,0,timemap_406.json.gz,timemap_400a4a7b8785bf8901ffb48b17d8c1f6.json.gz
https://developers.google.com/youtube/reporting,102,342,240,timemap_408.json.gz,timemap_fe21a35cc96cc32476d90a7817980eb9.json.gz
https://online.campuscommerce.com/register/4P77T/instlogin/reg-message,4,6,2,timemap_41.json.gz,timemap_129161f5dafbf10c68e24d0e8cf91a61.json.gz
https://www.youtube.com/channel/UCif2xthZcmDp2NxvG56Gdlg,18,49,31,timemap_410.json.gz,timemap_df92ddb5e862e997bac0bc2ee0602321.json.gz
https://developers.google.com/youtube/reporting/v1/code_samples,130,364,234,timemap_411.json.gz,timemap_adb6c514d2ddeeb713cc5e899c533574.json.gz
https://www.schoolhabitsuniversity.com,7,21,14,timemap_412.json.gz,timemap_776fddf85373b9a6123b2e31a3e91ae5.json.gz
https://developers.google.com/youtube/code_samples,313,322,9,timemap_413.json.gz,timemap_e3f94cf8b11d00c4d2c1e3dbe5275d1e.json.gz
https://developers.google.com/youtube/player_parameters,862,929,67,timemap_415.json.gz,timemap_aa9aad6cb3ccecbd547ae6bf8d765e0c.json.gz
https://www.youtube.com/watch?v=ELSRnQigBsI,25,39,14,timemap_416.json.gz,timemap_b70eb3ae614ea18fa54eba7178202c99.json.gz
https://www.ripta.com/downtown-transit-connector-new/,32,38,6,timemap_42.json.gz,timemap_7bdbb3956d6b6ec1c46563d5a9cfe451.json.gz
https://alumni.risd.edu/,448,157,-291,timemap_43.json.gz,timemap_53de9d6f8e232a72454fdc653e675ff8.json.gz
https://www.ripta.com/community/,8,16,8,timemap_44.json.gz,timemap_4515089a9be7accdfadf7ccb2c63753a.json.gz
https://risdmuseum.org/,3907,4303,396,timemap_45.json.gz,timemap_41fe453d5fec16dce88d68f6c8aaad1c.json.gz
https://workday.risd.edu/student-workers/,6,8,2,timemap_46.json.gz,timemap_61042d7187ecb27c162c74ed3a8e3b81.json.gz
https://graduatestudy.risd.edu/,45,59,14,timemap_47.json.gz,timemap_3442644cec529815cb4daec240e6a67d.json.gz
https://www.uchicago.edu/,44551,47690,3139,timemap_48.json.gz,timemap_15ae93bd4856c0da415b18a725a9154e.json.gz
https://www.ripta.com/park-n-ride/,38,44,6,timemap_49.json.gz,timemap_c0c9105742ff30b2c9e5e7caa71148f6.json.gz
https://students.risd.edu?utm_source=www-footer,4,6,2,timemap_5.json.gz,timemap_0fc01a92648d09f1a2d2597e8436a2b5.json.gz
https://onmessage.nd.edu/university-branding/website-requirements/,57,62,5,timemap_50.json.gz,timemap_c0e9e640e4a2ad6376c40cacfa81d24c.json.gz
https://www.linkedin.com/company/morweb-cms/,4,4,0,timemap_51.json.gz,timemap_65fb84dfe4992917c306626e6ca0fd77.json.gz
https://www.ripta.com,201,3859,3658,timemap_53.json.gz,timemap_789d32f6b4e21fb9503b41f5d16e322d.json.gz
https://compliance.springworks.in/,6,23,17,timemap_55.json.gz,timemap_204ed23c91b4681daffcc683f0041017.json.gz
https://www.risd.edu/student-financial-services,259,271,12,timemap_56.json.gz,timemap_48aa08c497e23c18e2d22c8ed18cc726.json.gz
https://students.risd.edu?utm_source=www-overnav,4,6,2,timemap_57.json.gz,timemap_b7d69c12d34d09e5dedf37bf43abb821.json.gz
https://www.risd.edu/academics/academic-advising,30,38,8,timemap_58.json.gz,timemap_b9b2a0559e41ba6117847dace6c8d8f0.json.gz
https://graduatestudy.risd.edu/new-and-incoming-students/,6,9,3,timemap_59.json.gz,timemap_cce52287881440d7e5e10fa4cece4d43.json.gz
https://www.ripta.com/students/,38,46,8,timemap_6.json.gz,timemap_792253a695519027eb400251c6289d0a.json.gz
https://info.risd.edu/student-employment/#for-students,46,47,1,timemap_60.json.gz,timemap_8a23640b4eaac9641233c55f1a010431.json.gz
https://info.risd.edu/,27,210,183,timemap_62.json.gz,timemap_67529c9d90c8726aa2caf39be5bb72b9.json.gz
https://www.ripta.com/vanpool/,2,54,52,timemap_63.json.gz,timemap_e2f8c40a2a302e8f05d49f8b3c9956c9.json.gz
https://www.ripta.com/lost-and-found/,35,40,5,timemap_64.json.gz,timemap_d6e9744f68b27a1ca37676ceaf603dfc.json.gz
https://www.washington.edu/,11592,124553,112961,timemap_65.json.gz,timemap_4c2872ab462a37c762769265df9c26be.json.gz
https://www.ripta.com/providence-newport-ferry/,2,40,38,timemap_67.json.gz,timemap_27cc1ca1a298044d1a4b01b7f5ecbde1.json.gz
https://families.risd.edu/,1,31,30,timemap_68.json.gz,timemap_1bdfdf433742dedf883a5a4d3147b35c.json.gz
https://www.ripta.com/schedules/,2,120,118,timemap_69.json.gz,timemap_161dd1a05a5195d101bf3c27e69d68fd.json.gz
https://info.risd.edu,199,210,11,timemap_7.json.gz,timemap_76c44a9d8c36a69c736eac016bb78af8.json.gz
https://www.ripta.com/news/,2,128,126,timemap_70.json.gz,timemap_9f516526466cd3a2c3335a67692ab9fc.json.gz
https://sei.risd.edu/,41,56,15,timemap_71.json.gz,timemap_f8c18931d2bc7c0a37a31e83830a5e47.json.gz
https://naturelab.risd.edu/,5,552,547,timemap_73.json.gz,timemap_3fb6e275a0851a817fd268460e60b8b5.json.gz
https://graduatestudy.risd.edu,2,57,55,timemap_74.json.gz,timemap_82a2f85ce0df25104475d8540c191c76.json.gz
https://www.ripta.com/veterans/,2,42,40,timemap_76.json.gz,timemap_5562d8cf828f95bbaaf5bf39f4f0c1f0.json.gz
https://www.linkedin.com/company/double-the-donation/,5,96,91,timemap_77.json.gz,timemap_e36dd0cd9dbcefab86a1ac74a086e5f9.json.gz
https://www.snappy.com/,584,709,125,timemap_78.json.gz,timemap_637e7d3a028a8e382cb1c67a4419b21f.json.gz
https://www.ripta.com/public-records-request/,13,21,8,timemap_79.json.gz,timemap_5e2bcdc6f8bad8560d0b0b14b965f0a1.json.gz
https://news.uchicago.edu/story/uchicago-wins-two-webby-awards-homepage-website-redesign,43,45,2,timemap_8.json.gz,timemap_97fb1682bbe322a8f5db89181addc6ff.json.gz
https://www.ripta.com/ceo-board-of-directors/,39,45,6,timemap_80.json.gz,timemap_b28630ab99697c97c9847092109b1e9e.json.gz
https://www.gallup.com/workplace/231668/dismal-employee-engagement-sign-global-mismanagement.aspx,207,213,6,timemap_81.json.gz,timemap_290bbbbe1877b5562d59051207953762.json.gz
https://www.ripta.com/major-transit-centers/,37,48,11,timemap_82.json.gz,timemap_4be3e21f34893242869404e3198675af.json.gz
https://www.ripta.com/contact-us/,110,127,17,timemap_83.json.gz,timemap_5147086fce9799b89dd7dafdaab656e8.json.gz
https://careercenter.risd.edu/,74,85,11,timemap_84.json.gz,timemap_0e2154677f5fbea99def4a978c813aad.json.gz
https://www.ripta.com/commuters/,58,73,15,timemap_85.json.gz,timemap_a43edd63ca2b3100c82f78f3c3dae139.json.gz
https://www.ripta.com/projects-archive/planning-studies/,2,41,39,timemap_87.json.gz,timemap_2c4de450f9420a2088a7ca8b26aa48da.json.gz
https://www.ripta.com/where-to-purchase/,41,46,5,timemap_89.json.gz,timemap_66a29a0ec70a07c511973f7bfb23d71e.json.gz
https://howard.edu/,9262,10258,996,timemap_9.json.gz,timemap_73a56a3da01e8b2370fc78e325ed4700.json.gz
https://walmart.org/how-we-give,191,204,13,timemap_90.json.gz,timemap_0e8ef5b853136bb8d96286dc2d391a25.json.gz
https://www.ripta.com/careers-page/,68,94,26,timemap_91.json.gz,timemap_913948bfcd6a722e03a30826ad4cf406.json.gz
https://www.ripta.com/mission/,2,42,40,timemap_93.json.gz,timemap_af25f69d91a4e73692d9e444f85e458b.json.gz
https://www.google.org/our-approach/,460,81,-379,timemap_94.json.gz,timemap_c4af9a97d33da8d860abdd543982bfe8.json.gz
https://careercenter.risd.edu/artworks,18,22,4,timemap_95.json.gz,timemap_307131f377aeaaa354353397d10713d0.json.gz
https://www.youtube.com/channel/UCH6c7HyDKSxVxzldP95q_gw,158,366,208,timemap_96.json.gz,timemap_a72820722b3e17f33687745f59ea0f8d.json.gz
https://guusto.com/,208,218,10,timemap_97.json.gz,timemap_90b9ab1e39050eef8a3c32f4f691fb25.json.gz
https://www.ripta.com/fares/,3,125,122,timemap_98.json.gz,timemap_68d6a3ac23b18b561731f2995044c138.json.gz
https://risd.coursedog.com,3,10,7,timemap_99.json.gz,timemap_ae2133fc24947d88300620e2a098a8ea.json.gz
